id,wave,sample_weight,euRefVote,riskUnemployment,satDemScot,scotReferendumIntention,Scottish,postEUref,postEUVote
15194,1,.2846355447,0,1,2,0,1,0,0
15194,4,.2846355447,1,3,3,0,1,0,0
15194,6,.2846355447,1,1,2,0,1,1,1
15210,1,.0924453446,1,1,3,0,1,0,0
15210,4,.0924453446,1,1,3,0,1,0,0
15210,6,.0924453446,1,1,3,0,1,1,1
15236,1,.1119199247,1,1,3,1,1,0,0
15236,4,.1119199247,1,1,3,1,1,0,0
15236,6,.1119199247,1,1,3,1,1,1,1
15239,1,.1695688006,1,3,2,1,1,0,0
15239,4,.1695688006,1,2,3,1,1,0,0
15239,6,.1695688006,1,3,3,1,1,1,1
15241,1,.2503522987,0,2,3,1,1,0,0
15241,4,.2503522987,0,1,1,1,1,0,0
15241,6,.2503522987,0,1,2,1,1,1,0
15265,1,.1415637601,1,1,3,0,1,0,0
15265,4,.1415637601,1,1,3,0,1,0,0
15265,6,.1415637601,1,1,3,0,1,1,1
15284,1,.2755149308,0,1,1,0,1,0,0
15284,4,.2755149308,0,1,1,0,1,0,0
15284,6,.2755149308,0,3,1,0,1,1,0
15288,1,.7407669086,1,2,3,0,1,0,0
15288,4,.7407669086,1,2,3,1,1,0,0
15288,6,.7407669086,1,1,3,1,1,1,1
15305,1,.5843859299,1,4,3,1,1,0,0
15305,4,.5843859299,1,4,3,1,1,0,0
15305,6,.5843859299,1,4,3,1,1,1,1
15379,1,.3736865961,1,2,1,0,1,0,0
15379,4,.3736865961,1,1,2,0,1,0,0
15379,6,.3736865961,1,2,2,0,1,1,1
15391,1,.1463986692,0,3,2,0,0,0,0
15391,4,.1463986692,1,2,2,0,0,0,0
15391,6,.1463986692,0,2,3,0,0,1,0
15397,1,.8628547425,0,3,3,0,1,0,0
15397,4,.8628547425,0,3,3,0,1,0,0
15397,6,.8628547425,0,3,2,0,1,1,0
15429,1,.1773412059,1,2,3,1,0,0,0
15429,4,.1773412059,1,1,3,1,0,0,0
15429,6,.1773412059,1,1,3,1,0,1,1
15435,1,.0990311018,0,2,1,0,1,0,0
15435,4,.0990311018,0,2,1,0,1,0,0
15435,6,.0990311018,1,1,2,0,1,1,1
15462,1,.1724876583,1,2,3,1,1,0,0
15462,4,.1724876583,1,2,3,1,1,0,0
15462,6,.1724876583,1,2,3,1,1,1,1
15477,1,.4620139308,1,1,4,1,0,0,0
15477,4,.4620139308,1,2,4,1,0,0,0
15477,6,.4620139308,1,2,3,1,0,1,1
15483,1,.3049414996,1,5,2,1,1,0,0
15483,4,.3049414996,1,1,2,1,1,0,0
15483,6,.3049414996,1,1,4,1,1,1,1
15546,1,.1399823951,1,1,2,0,0,0,0
15546,4,.1399823951,1,1,3,0,0,0,0
15546,6,.1399823951,1,1,2,0,0,1,1
15639,1,.9780982025,1,2,3,1,1,0,0
15639,4,.9780982025,1,4,4,1,1,0,0
15639,6,.9780982025,1,4,3,1,1,1,1
15667,1,.2427123203,1,1,4,1,1,0,0
15667,4,.2427123203,1,2,3,1,1,0,0
15667,6,.2427123203,1,2,3,1,1,1,1
15668,1,.4210118894,1,2,3,1,1,0,0
15668,4,.4210118894,1,2,3,1,1,0,0
15668,6,.4210118894,1,1,4,1,1,1,1
15677,1,.573036199,0,3,1,0,0,0,0
15677,4,.573036199,0,1,1,0,0,0,0
15677,6,.573036199,0,3,2,0,0,1,0
15717,1,.1048661975,1,1,3,0,1,0,0
15717,4,.1048661975,1,1,2,0,1,0,0
15717,6,.1048661975,1,1,2,0,1,1,1
15728,1,.4620139308,0,1,3,1,1,0,0
15728,4,.4620139308,1,1,4,1,1,0,0
15728,6,.4620139308,0,1,4,1,1,1,0
15784,1,.1919109783,1,2,3,1,1,0,0
15784,4,.1919109783,1,2,2,1,1,0,0
15784,6,.1919109783,1,5,4,1,1,1,1
15812,1,.2253203067,1,5,1,0,0,0,0
15812,4,.2253203067,1,5,1,0,0,0,0
15812,6,.2253203067,0,1,1,0,0,1,0
15822,1,.1293977141,1,1,4,1,1,0,0
15822,4,.1293977141,1,1,4,1,1,0,0
15822,6,.1293977141,1,1,4,1,1,1,1
15834,1,.3966923555,0,1,4,1,1,0,0
15834,4,.3966923555,0,3,2,1,1,0,0
15834,6,.3966923555,0,2,3,0,1,1,0
15835,1,.4318009098,1,3,3,0,0,0,0
15835,4,.4318009098,1,3,2,0,0,0,0
15835,6,.4318009098,1,4,3,1,0,1,1
15854,1,.1463986692,1,1,3,0,1,0,0
15854,4,.1463986692,1,3,3,0,1,0,0
15854,6,.1463986692,1,3,3,1,1,1,1
15856,1,.3234786737,0,3,3,0,1,0,0
15856,4,.3234786737,0,1,2,0,1,0,0
15856,6,.3234786737,0,1,1,0,1,1,0
15857,1,.1589733128,1,2,4,0,1,0,0
15857,4,.1589733128,1,2,3,0,1,0,0
15857,6,.1589733128,0,2,3,0,1,1,0
15906,1,.1773412059,1,1,3,1,0,0,0
15906,4,.1773412059,1,1,3,1,0,0,0
15906,6,.1773412059,1,1,3,1,0,1,1
15908,1,.2687421686,1,2,2,1,1,0,0
15908,4,.2687421686,1,2,3,1,1,0,0
15908,6,.2687421686,1,2,3,1,1,1,1
15912,1,.1119199247,0,1,3,1,1,0,0
15912,4,.1119199247,0,1,3,1,1,0,0
15912,6,.1119199247,0,1,3,1,1,1,0
15961,1,.1305765681,1,2,3,1,1,0,0
15961,4,.1305765681,1,2,2,1,1,0,0
15961,6,.1305765681,1,2,2,1,1,1,1
15985,1,.1416904102,1,1,4,0,0,0,0
15985,4,.1416904102,1,1,4,0,0,0,0
15985,6,.1416904102,1,1,4,0,0,1,1
16003,1,.3714323122,0,1,1,0,1,0,0
16003,4,.3714323122,1,1,2,0,1,0,0
16003,6,.3714323122,0,1,3,0,1,1,0
16026,1,.1119199247,1,3,3,1,1,0,0
16026,4,.1119199247,1,1,3,1,1,0,0
16026,6,.1119199247,1,2,3,1,1,1,1
16037,1,.092392109,1,1,2,0,0,0,0
16037,4,.092392109,1,1,1,0,0,0,0
16037,6,.092392109,1,1,1,1,0,1,1
16040,1,.1308876177,0,5,1,0,1,0,0
16040,4,.1308876177,0,5,3,0,1,0,0
16040,6,.1308876177,0,4,1,0,1,1,0
16061,1,.3189095596,1,2,3,0,1,0,0
16061,4,.3189095596,1,3,2,0,1,0,0
16061,6,.3189095596,1,1,2,0,1,1,1
16072,1,.1602160279,1,1,1,0,0,0,0
16072,4,.1602160279,1,1,2,0,0,0,0
16072,6,.1602160279,1,1,1,0,0,1,1
16087,1,.4674975351,1,2,4,0,0,0,0
16087,4,.4674975351,1,3,3,0,0,0,0
16087,6,.4674975351,1,4,3,1,0,1,1
16095,1,.2910022561,0,1,3,1,0,0,0
16095,4,.2910022561,0,1,3,1,0,0,0
16095,6,.2910022561,0,1,3,0,0,1,0
16096,1,.1370109944,1,1,2,0,1,0,0
16096,4,.1370109944,1,1,1,0,1,0,0
16096,6,.1370109944,1,1,2,0,1,1,1
16100,1,.199021192,1,3,3,1,1,0,0
16100,4,.199021192,1,3,4,1,1,0,0
16100,6,.199021192,1,3,4,1,1,1,1
16103,1,.2846355447,1,1,3,0,1,0,0
16103,4,.2846355447,1,3,2,0,1,0,0
16103,6,.2846355447,1,3,2,0,1,1,1
16117,1,3.116558697,1,4,3,0,0,0,0
16117,4,3.116558697,1,3,3,0,0,0,0
16117,6,3.116558697,1,3,2,0,0,1,1
16132,1,.1399823951,1,2,3,0,1,0,0
16132,4,.1399823951,1,2,4,1,1,0,0
16132,6,.1399823951,1,2,4,1,1,1,1
16148,1,.6010247694,0,3,2,0,0,0,0
16148,4,.6010247694,0,3,2,0,0,0,0
16148,6,.6010247694,0,4,1,0,0,1,0
16149,1,.6928817204,0,1,2,0,1,0,0
16149,4,.6928817204,0,1,3,0,1,0,0
16149,6,.6928817204,0,5,1,0,1,1,0
16156,1,.2758343464,1,1,3,1,0,0,0
16156,4,.2758343464,1,1,4,1,0,0,0
16156,6,.2758343464,1,1,4,1,0,1,1
16175,1,.1982639768,0,1,3,0,1,0,0
16175,4,.1982639768,0,1,4,0,1,0,0
16175,6,.1982639768,1,1,4,0,1,1,1
16176,1,.1293977141,0,3,3,1,1,0,0
16176,4,.1293977141,0,1,4,1,1,0,0
16176,6,.1293977141,0,1,4,1,1,1,0
16180,1,.175360182,1,3,3,1,1,0,0
16180,4,.175360182,1,3,3,1,1,0,0
16180,6,.175360182,1,4,4,1,1,1,1
16186,1,.369602283,1,1,1,1,1,0,0
16186,4,.369602283,1,1,1,1,1,0,0
16186,6,.369602283,1,1,1,1,1,1,1
16197,1,1.646700781,0,5,4,1,1,0,0
16197,4,1.646700781,0,5,3,1,1,0,0
16197,6,1.646700781,1,2,3,1,1,1,1
16201,1,.1008127705,1,2,3,0,0,0,0
16201,4,.1008127705,1,1,2,0,0,0,0
16201,6,.1008127705,1,1,3,0,0,1,1
16222,1,.0751810589,0,2,2,1,1,0,0
16222,4,.0751810589,0,2,3,1,1,0,0
16222,6,.0751810589,0,2,2,1,1,1,0
16225,1,.2111572684,1,2,3,0,1,0,0
16225,4,.2111572684,1,3,3,1,1,0,0
16225,6,.2111572684,1,2,3,1,1,1,1
16226,1,.194280752,0,1,3,0,1,0,0
16226,4,.194280752,1,1,2,0,1,0,0
16226,6,.194280752,1,1,1,0,1,1,1
16227,1,.1637651357,1,1,1,0,0,0,0
16227,4,.1637651357,1,1,2,0,0,0,0
16227,6,.1637651357,1,1,1,0,0,1,1
16228,1,.4747863196,1,1,2,0,0,0,0
16228,4,.4747863196,1,1,2,0,0,0,0
16228,6,.4747863196,0,1,1,0,0,1,0
16237,1,.1773412059,1,1,4,1,1,0,0
16237,4,.1773412059,1,3,4,1,1,0,0
16237,6,.1773412059,1,1,4,1,1,1,1
16239,1,.2518802803,1,3,3,0,1,0,0
16239,4,.2518802803,1,4,3,1,1,0,0
16239,6,.2518802803,1,4,3,1,1,1,1
16244,1,.0373435425,1,2,2,1,1,0,0
16244,4,.0373435425,1,2,2,1,1,0,0
16244,6,.0373435425,1,2,3,1,1,1,1
16254,1,.199021192,0,5,2,1,1,0,0
16254,4,.199021192,0,5,2,1,1,0,0
16254,6,.199021192,0,2,2,1,1,1,0
16257,1,.1107334687,1,5,1,1,0,0,0
16257,4,.1107334687,1,5,1,1,0,0,0
16257,6,.1107334687,0,1,2,1,0,1,0
16259,1,.1651619228,1,5,3,0,1,0,0
16259,4,.1651619228,1,1,3,0,1,0,0
16259,6,.1651619228,0,1,3,0,1,1,0
16269,1,.1588817664,0,1,1,0,1,0,0
16269,4,.1588817664,0,1,3,0,1,0,0
16269,6,.1588817664,1,1,3,0,1,1,1
16275,1,.0924453446,1,1,3,0,1,0,0
16275,4,.0924453446,1,3,2,0,1,0,0
16275,6,.0924453446,1,3,1,0,1,1,1
16296,1,.4620139308,1,3,3,1,1,0,0
16296,4,.4620139308,1,4,4,1,1,0,0
16296,6,.4620139308,1,2,3,1,1,1,1
16339,1,.897515015,0,1,3,1,1,0,0
16339,4,.897515015,0,1,4,1,1,0,0
16339,6,.897515015,0,1,3,1,1,1,0
16363,1,.1695688006,1,2,2,1,1,0,0
16363,4,.1695688006,1,2,3,1,1,0,0
16363,6,.1695688006,1,3,3,1,1,1,1
16367,1,.9792780628,0,1,1,0,1,0,0
16367,4,.9792780628,0,1,2,0,1,0,0
16367,6,.9792780628,0,2,1,0,1,1,0
16373,1,.5471512699,0,5,3,1,1,0,0
16373,4,.5471512699,1,1,3,1,1,0,0
16373,6,.5471512699,0,1,4,1,1,1,0
16375,1,.4328956103,0,2,2,0,1,0,0
16375,4,.4328956103,0,1,2,0,1,0,0
16375,6,.4328956103,1,2,2,0,1,1,1
16431,1,.3680789965,0,3,1,1,1,0,0
16431,4,.3680789965,0,2,1,1,1,0,0
16431,6,.3680789965,0,2,2,1,1,1,0
16444,1,.2427123203,1,1,4,1,1,0,0
16444,4,.2427123203,1,1,4,1,1,0,0
16444,6,.2427123203,1,1,3,1,1,1,1
16447,1,.4009861633,1,2,2,0,1,0,0
16447,4,.4009861633,1,1,1,0,1,0,0
16447,6,.4009861633,1,2,1,0,1,1,1
16461,1,.9804477807,1,2,3,0,1,0,0
16461,4,.9804477807,1,1,2,1,1,0,0
16461,6,.9804477807,1,3,2,0,1,1,1
16512,1,.1652570877,1,1,2,1,1,0,0
16512,4,.1652570877,1,2,1,1,1,0,0
16512,6,.1652570877,1,1,3,1,1,1,1
16518,1,.2243129452,1,1,3,0,1,0,0
16518,4,.2243129452,1,1,3,0,1,0,0
16518,6,.2243129452,1,1,3,0,1,1,1
16575,1,.1773412059,1,1,4,1,1,0,0
16575,4,.1773412059,1,2,4,1,1,0,0
16575,6,.1773412059,1,1,4,1,1,1,1
16576,1,.1415637601,1,1,3,0,1,0,0
16576,4,.1415637601,1,1,2,0,1,0,0
16576,6,.1415637601,1,2,3,0,1,1,1
16633,1,.9399751424,1,1,3,0,1,0,0
16633,4,.9399751424,1,1,4,0,1,0,0
16633,6,.9399751424,1,1,3,0,1,1,1
16640,1,.4475783538,0,3,2,0,1,0,0
16640,4,.4475783538,0,2,1,0,1,0,0
16640,6,.4475783538,0,2,2,0,1,1,0
16641,1,.1370109944,1,1,2,0,0,0,0
16641,4,.1370109944,1,1,3,0,0,0,0
16641,6,.1370109944,1,1,3,0,0,1,1
16659,1,.1606766355,1,1,1,0,1,0,0
16659,4,.1606766355,1,1,1,0,1,0,0
16659,6,.1606766355,1,1,1,0,1,1,1
16675,1,.1602160279,1,1,3,0,0,0,0
16675,4,.1602160279,1,1,4,0,0,0,0
16675,6,.1602160279,1,1,3,0,0,1,1
16676,1,.4475783538,0,1,3,1,1,0,0
16676,4,.4475783538,0,1,4,1,1,0,0
16676,6,.4475783538,0,1,3,0,1,1,0
16677,1,2.256445516,0,3,1,0,1,0,0
16677,4,2.256445516,0,3,1,0,1,0,0
16677,6,2.256445516,0,2,1,0,1,1,0
16684,1,.1119199247,1,1,3,0,0,0,0
16684,4,.1119199247,1,1,2,0,0,0,0
16684,6,.1119199247,1,1,2,0,0,1,1
16686,1,.9210796774,1,2,3,1,1,0,0
16686,4,.9210796774,1,2,1,1,1,0,0
16686,6,.9210796774,1,3,4,1,1,1,1
16687,1,.5856483083,0,3,4,1,1,0,0
16687,4,.5856483083,0,3,3,1,1,0,0
16687,6,.5856483083,1,3,4,1,1,1,1
16723,1,.1602160279,1,1,3,0,0,0,0
16723,4,.1602160279,1,1,2,0,0,0,0
16723,6,.1602160279,1,1,2,0,0,1,1
16741,1,.1602160279,1,1,2,0,1,0,0
16741,4,.1602160279,1,1,1,0,1,0,0
16741,6,.1602160279,0,2,3,0,1,1,0
16746,1,.4365309924,1,2,1,0,1,0,0
16746,4,.4365309924,1,2,4,1,1,0,0
16746,6,.4365309924,1,2,4,1,1,1,1
16771,1,.2881435139,0,2,2,0,0,0,0
16771,4,.2881435139,0,3,1,0,0,0,0
16771,6,.2881435139,0,1,3,0,0,1,0
16783,1,.4475783538,0,1,1,0,1,0,0
16783,4,.4475783538,1,5,3,0,1,0,0
16783,6,.4475783538,1,3,3,1,1,1,1
16851,1,.1818471924,0,2,2,0,0,0,0
16851,4,.1818471924,1,1,1,0,0,0,0
16851,6,.1818471924,1,1,2,0,0,1,1
16854,1,.0981370424,0,1,1,1,1,0,0
16854,4,.0981370424,0,1,3,1,1,0,0
16854,6,.0981370424,0,1,1,1,1,1,0
16858,1,.2253203067,0,1,2,0,1,0,0
16858,4,.2253203067,0,1,1,0,1,0,0
16858,6,.2253203067,0,1,2,0,1,1,0
16859,1,.1606766355,1,1,2,0,1,0,0
16859,4,.1606766355,1,1,2,0,1,0,0
16859,6,.1606766355,1,1,2,0,1,1,1
16867,1,.1754612231,1,2,3,1,1,0,0
16867,4,.1754612231,1,2,3,1,1,0,0
16867,6,.1754612231,1,2,4,1,1,1,1
16895,1,.3186472753,1,1,3,0,0,0,0
16895,4,.3186472753,1,1,3,0,0,0,0
16895,6,.3186472753,0,1,3,0,0,1,0
16896,1,.1509404651,0,2,1,0,0,0,0
16896,4,.1509404651,0,3,1,0,0,0,0
16896,6,.1509404651,0,2,1,0,0,1,0
16923,1,.3457044376,1,4,3,0,0,0,0
16923,4,.3457044376,1,2,1,0,0,0,0
16923,6,.3457044376,1,3,3,0,0,1,1
16932,1,.4183093356,1,1,2,0,1,0,0
16932,4,.4183093356,1,1,2,0,1,0,0
16932,6,.4183093356,1,1,2,0,1,1,1
16967,1,.1368870209,0,2,2,0,0,0,0
16967,4,.1368870209,0,5,3,0,0,0,0
16967,6,.1368870209,0,3,2,0,0,1,0
16978,1,.0591381312,1,2,4,0,1,0,0
16978,4,.0591381312,1,2,2,0,1,0,0
16978,6,.0591381312,1,2,1,0,1,1,1
17054,1,.5040162142,0,1,3,1,1,0,0
17054,4,.5040162142,1,1,3,1,1,0,0
17054,6,.5040162142,1,3,3,1,1,1,1
17105,1,.4660225124,1,1,2,1,1,0,0
17105,4,.4660225124,1,2,3,1,1,0,0
17105,6,.4660225124,1,2,3,1,1,1,1
17117,1,1.94290337,0,1,3,0,1,0,0
17117,4,1.94290337,0,3,4,1,1,0,0
17117,6,1.94290337,0,3,3,0,1,1,0
17135,1,.3015949242,1,2,2,0,1,0,0
17135,4,.3015949242,1,1,1,0,1,0,0
17135,6,.3015949242,0,2,2,0,1,1,0
17138,1,.3017088342,1,2,3,0,1,0,0
17138,4,.3017088342,1,1,4,0,1,0,0
17138,6,.3017088342,1,1,3,0,1,1,1
17148,1,.4691843511,1,2,2,0,1,0,0
17148,4,.4691843511,1,3,3,0,1,0,0
17148,6,.4691843511,1,3,3,1,1,1,1
17160,1,.296101952,1,3,2,0,1,0,0
17160,4,.296101952,1,2,3,1,1,0,0
17160,6,.296101952,1,3,3,1,1,1,1
17220,1,.4611036966,0,1,2,0,1,0,0
17220,4,.4611036966,0,1,3,0,1,0,0
17220,6,.4611036966,0,1,2,0,1,1,0
17257,1,.8640068496,1,2,2,0,1,0,0
17257,4,.8640068496,1,2,3,0,1,0,0
17257,6,.8640068496,1,3,3,0,1,1,1
17355,1,.4500067752,0,2,3,1,1,0,0
17355,4,.4500067752,1,2,3,1,1,0,0
17355,6,.4500067752,1,2,4,1,1,1,1
17423,1,.3566216339,0,3,1,0,0,0,0
17423,4,.3566216339,0,3,1,0,0,0,0
17423,6,.3566216339,0,1,1,0,0,1,0
17463,1,.0697756847,1,5,2,1,1,0,0
17463,4,.0697756847,1,3,3,1,1,0,0
17463,6,.0697756847,1,2,3,1,1,1,1
17470,1,.2731556005,0,1,3,1,0,0,0
17470,4,.2731556005,1,3,3,1,0,0,0
17470,6,.2731556005,1,4,1,1,0,1,1
17531,1,.1470561274,1,1,4,1,1,0,0
17531,4,.1470561274,1,1,4,1,1,0,0
17531,6,.1470561274,1,1,4,1,1,1,1
17532,1,.3566216339,1,1,1,0,1,0,0
17532,4,.3566216339,1,1,1,0,1,0,0
17532,6,.3566216339,0,1,1,0,1,1,0
17586,1,.2518802803,1,1,3,1,0,0,0
17586,4,.2518802803,1,1,3,0,0,0,0
17586,6,.2518802803,1,1,3,1,0,1,1
17642,1,.2353797766,0,2,4,1,1,0,0
17642,4,.2353797766,0,3,3,1,1,0,0
17642,6,.2353797766,0,3,3,1,1,1,0
17664,1,.3973660335,1,1,2,1,1,0,0
17664,4,.3973660335,1,2,2,1,1,0,0
17664,6,.3973660335,1,2,3,1,1,1,1
17669,1,.5503095797,0,1,1,0,1,0,0
17669,4,.5503095797,0,5,1,0,1,0,0
17669,6,.5503095797,1,1,1,0,1,1,1
17683,1,.3562413804,1,1,3,0,1,0,0
17683,4,.3562413804,1,1,1,0,1,0,0
17683,6,.3562413804,1,1,3,0,1,1,1
17684,1,.4365309924,1,1,3,0,1,0,0
17684,4,.4365309924,1,1,1,0,1,0,0
17684,6,.4365309924,1,2,3,0,1,1,1
17693,1,.4177742574,0,2,2,0,1,0,0
17693,4,.4177742574,0,2,2,0,1,0,0
17693,6,.4177742574,0,3,2,0,1,1,0
17716,1,.4611036966,1,1,3,1,0,0,0
17716,4,.4611036966,1,1,4,1,0,0,0
17716,6,.4611036966,1,3,3,1,0,1,1
17767,1,2.256445516,1,1,3,0,1,0,0
17767,4,2.256445516,1,1,1,1,1,0,0
17767,6,2.256445516,1,1,3,1,1,1,1
17816,1,.399150555,1,3,4,1,1,0,0
17816,4,.399150555,1,1,3,1,1,0,0
17816,6,.399150555,1,1,4,1,1,1,1
17844,1,.2243129452,1,1,3,0,1,0,0
17844,4,.2243129452,1,1,3,0,1,0,0
17844,6,.2243129452,1,1,3,0,1,1,1
17846,1,.2358333783,1,1,3,0,1,0,0
17846,4,.2358333783,1,1,3,0,1,0,0
17846,6,.2358333783,0,1,3,0,1,1,0
17921,1,.1651619228,1,1,1,0,1,0,0
17921,4,.1651619228,1,1,1,0,1,0,0
17921,6,.1651619228,1,1,2,0,1,1,1
17989,1,.1773412059,1,3,4,1,1,0,0
17989,4,.1773412059,1,1,1,1,1,0,0
17989,6,.1773412059,1,1,4,1,1,1,1
17993,1,.1857684358,0,1,2,0,0,0,0
17993,4,.1857684358,0,1,3,0,0,0,0
17993,6,.1857684358,0,1,3,0,0,1,0
18019,1,.8873101146,1,2,3,1,1,0,0
18019,4,.8873101146,1,3,4,1,1,0,0
18019,6,.8873101146,1,4,3,1,1,1,1
18042,1,.2503522987,0,1,1,1,1,0,0
18042,4,.2503522987,1,4,3,1,1,0,0
18042,6,.2503522987,0,1,2,1,1,1,0
18086,1,.2427417617,0,3,2,0,0,0,0
18086,4,.2427417617,1,5,2,0,0,0,0
18086,6,.2427417617,1,2,2,0,0,1,1
18122,1,.2243869957,1,1,3,1,1,0,0
18122,4,.2243869957,1,1,3,1,1,0,0
18122,6,.2243869957,1,1,3,1,1,1,1
18132,1,.2144818903,1,1,3,0,1,0,0
18132,4,.2144818903,1,1,3,0,1,0,0
18132,6,.2144818903,1,1,3,0,1,1,1
18151,1,.150925715,0,3,2,0,1,0,0
18151,4,.150925715,0,1,3,1,1,0,0
18151,6,.150925715,0,1,3,0,1,1,0
18157,1,.2594918351,1,3,1,0,1,0,0
18157,4,.2594918351,1,3,1,0,1,0,0
18157,6,.2594918351,1,2,2,0,1,1,1
18162,1,1.273762467,1,3,3,1,1,0,0
18162,4,1.273762467,1,1,2,1,1,0,0
18162,6,1.273762467,1,1,3,1,1,1,1
18184,1,.2144818903,1,2,3,0,1,0,0
18184,4,.2144818903,1,3,2,0,1,0,0
18184,6,.2144818903,1,2,2,1,1,1,1
18224,1,.6547432787,1,2,1,1,1,0,0
18224,4,.6547432787,0,2,3,1,1,0,0
18224,6,.6547432787,0,1,3,0,1,1,0
18250,1,.5048721537,1,1,3,0,1,0,0
18250,4,.5048721537,1,1,3,0,1,0,0
18250,6,.5048721537,1,1,3,0,1,1,1
18254,1,.2144818903,1,2,1,0,0,0,0
18254,4,.2144818903,1,3,1,0,0,0,0
18254,6,.2144818903,1,4,1,0,0,1,1
18264,1,.1119199247,1,1,2,1,1,0,0
18264,4,.1119199247,1,3,1,1,1,0,0
18264,6,.1119199247,1,1,3,1,1,1,1
18273,1,.1982639768,1,1,3,1,1,0,0
18273,4,.1982639768,1,1,3,1,1,0,0
18273,6,.1982639768,1,1,3,1,1,1,1
18306,1,.3343937243,0,2,3,0,1,0,0
18306,4,.3343937243,0,3,1,0,1,0,0
18306,6,.3343937243,1,3,2,0,1,1,1
18313,1,.369602283,1,1,2,0,1,0,0
18313,4,.369602283,1,1,3,0,1,0,0
18313,6,.369602283,1,1,2,0,1,1,1
18320,1,.8888631778,0,1,2,0,1,0,0
18320,4,.8888631778,0,1,1,0,1,0,0
18320,6,.8888631778,1,1,2,0,1,1,1
18367,1,.0377436606,0,3,3,0,1,0,0
18367,4,.0377436606,0,3,2,0,1,0,0
18367,6,.0377436606,0,1,2,0,1,1,0
18432,1,.3736865961,0,3,3,0,1,0,0
18432,4,.3736865961,0,3,3,0,1,0,0
18432,6,.3736865961,0,3,1,0,1,1,0
18455,1,.1982639768,1,1,3,1,1,0,0
18455,4,.1982639768,1,1,3,1,1,0,0
18455,6,.1982639768,1,1,3,1,1,1,1
18478,1,.2545979939,1,4,3,0,0,0,0
18478,4,.2545979939,1,2,2,0,0,0,0
18478,6,.2545979939,0,3,1,0,0,1,0
18609,1,.3857102783,1,1,2,0,1,0,0
18609,4,.3857102783,1,1,2,0,1,0,0
18609,6,.3857102783,1,1,1,0,1,1,1
18648,1,1.14123275,1,1,2,1,1,0,0
18648,4,1.14123275,1,2,2,1,1,0,0
18648,6,1.14123275,1,2,3,1,1,1,1
18653,1,.4691843511,0,4,2,0,1,0,0
18653,4,.4691843511,0,3,2,0,1,0,0
18653,6,.4691843511,1,4,3,0,1,1,1
18656,1,.1069107351,1,1,3,1,1,0,0
18656,4,.1069107351,1,2,3,1,1,0,0
18656,6,.1069107351,1,1,4,1,1,1,1
18709,1,.4502660654,0,3,2,0,1,0,0
18709,4,.4502660654,0,5,1,0,1,0,0
18709,6,.4502660654,0,4,1,0,1,1,0
18771,1,.1818471924,1,2,3,0,0,0,0
18771,4,.1818471924,1,2,2,0,0,0,0
18771,6,.1818471924,1,1,2,0,0,1,1
18809,1,.5453413481,0,2,3,0,1,0,0
18809,4,.5453413481,0,2,2,0,1,0,0
18809,6,.5453413481,0,2,1,0,1,1,0
18813,1,.1818471924,1,1,3,0,0,0,0
18813,4,.1818471924,1,1,3,0,0,0,0
18813,6,.1818471924,1,2,3,0,0,1,1
18815,1,.7440936008,0,1,4,1,1,0,0
18815,4,.7440936008,0,3,3,1,1,0,0
18815,6,.7440936008,0,1,4,0,1,1,0
18828,1,.1739213703,0,1,2,0,0,0,0
18828,4,.1739213703,0,1,1,0,0,0,0
18828,6,.1739213703,0,1,1,0,0,1,0
18861,1,.1642706412,0,1,2,1,1,0,0
18861,4,.1642706412,0,1,3,1,1,0,0
18861,6,.1642706412,0,1,2,0,1,1,0
18906,1,.083933455,0,1,2,0,1,0,0
18906,4,.083933455,0,3,1,0,1,0,0
18906,6,.083933455,0,4,1,0,1,1,0
18912,1,.5843859299,1,3,2,0,1,0,0
18912,4,.5843859299,1,2,2,0,1,0,0
18912,6,.5843859299,1,2,1,0,1,1,1
18981,1,.339854384,1,2,3,1,1,0,0
18981,4,.339854384,1,3,3,1,1,0,0
18981,6,.339854384,1,2,3,1,1,1,1
19061,1,.2641344633,1,2,3,0,1,0,0
19061,4,.2641344633,1,1,3,1,1,0,0
19061,6,.2641344633,1,2,3,1,1,1,1
19106,1,.260292827,0,3,2,1,0,0,0
19106,4,.260292827,0,3,3,1,0,0,0
19106,6,.260292827,0,1,3,0,0,1,0
19134,1,.3015350922,1,5,3,1,0,0,0
19134,4,.3015350922,1,5,4,1,0,0,0
19134,6,.3015350922,1,5,3,1,0,1,1
19135,1,.126666357,1,1,3,1,1,0,0
19135,4,.126666357,1,1,4,1,1,0,0
19135,6,.126666357,0,1,3,1,1,1,0
19141,1,.1119199247,1,1,3,1,1,0,0
19141,4,.1119199247,1,1,3,1,1,0,0
19141,6,.1119199247,1,1,2,1,1,1,1
19158,1,.3170185729,0,3,1,0,1,0,0
19158,4,.3170185729,0,1,3,0,1,0,0
19158,6,.3170185729,0,2,1,0,1,1,0
19183,1,1.138284438,0,1,1,0,1,0,0
19183,4,1.138284438,0,3,1,0,1,0,0
19183,6,1.138284438,0,1,2,0,1,1,0
19191,1,.5094716982,1,3,4,0,1,0,0
19191,4,.5094716982,1,3,3,1,1,0,0
19191,6,.5094716982,1,2,3,1,1,1,1
19197,1,.3017088342,1,5,2,1,1,0,0
19197,4,.3017088342,1,5,3,1,1,0,0
19197,6,.3017088342,1,5,3,1,1,1,1
19206,1,.1470561274,0,3,2,1,0,0,0
