"wts","age","education","race","english.only","female","number.kids","income","travelcost","bridge","choice","id","choiceid","region","idx.chid","idx.id","idx.alt","marin","eastbay","bayshore","peninsula","notrip","income.marin","income.eastbay","income.bayshore","income.peninsula","income.notrip"
0.22464643,50,12,4,1,0,0, 37.609,35.403039,0.0000000,FALSE,   1, 683,"1", 683,   1,1,1,0,0,0,0, 37.609,  0.000,  0.000,  0.000,  0.000
0.22464643,50,12,4,1,0,0, 37.609,21.116467,0.1666667,FALSE,   1, 683,"2", 683,   1,2,0,1,0,0,0,  0.000, 37.609,  0.000,  0.000,  0.000
0.22464643,50,12,4,1,0,0, 37.609, 6.113300,0.0000000,FALSE,   1, 683,"3", 683,   1,3,0,0,1,0,0,  0.000,  0.000, 37.609,  0.000,  0.000
0.22464643,50,12,4,1,0,0, 37.609,16.410333,0.0000000,TRUE,   1, 683,"4", 683,   1,4,0,0,0,1,0,  0.000,  0.000,  0.000, 37.609,  0.000
0.22464643,50,12,4,1,0,0, 37.609, 0.000000,0.0000000,FALSE,   1, 683,"5", 683,   1,5,0,0,0,0,1,  0.000,  0.000,  0.000,  0.000, 37.609
4.93513120,44, 9,1,1,1,0,  9.600,28.099540,0.0000000,TRUE,   2,   1,"1",   1,   2,1,1,0,0,0,0,  9.600,  0.000,  0.000,  0.000,  0.000
4.93513120,44, 9,1,1,1,0,  9.600,23.226934,0.0000000,FALSE,   2,   1,"2",   1,   2,2,0,1,0,0,0,  0.000,  9.600,  0.000,  0.000,  0.000
4.93513120,44, 9,1,1,1,0,  9.600,30.246666,1.0000000,FALSE,   2,   1,"3",   1,   2,3,0,0,1,0,0,  0.000,  0.000,  9.600,  0.000,  0.000
4.93513120,44, 9,1,1,1,0,  9.600,38.169311,1.0000000,FALSE,   2,   1,"4",   1,   2,4,0,0,0,1,0,  0.000,  0.000,  0.000,  9.600,  0.000
4.93513120,44, 9,1,1,1,0,  9.600, 0.000000,0.0000000,FALSE,   2,   1,"5",   1,   2,5,0,0,0,0,1,  0.000,  0.000,  0.000,  0.000,  9.600
0.36347960,56,15,6,1,0,0,180.000,50.147300,1.0000000,FALSE,   3, 224,"1", 224,   3,1,1,0,0,0,0,180.000,  0.000,  0.000,  0.000,  0.000
0.36347960,56,15,6,1,0,0,180.000,16.499933,0.1666667,TRUE,   3, 224,"2", 224,   3,2,0,1,0,0,0,  0.000,180.000,  0.000,  0.000,  0.000
0.36347960,56,15,6,1,0,0,180.000,24.071100,1.0000000,FALSE,   3, 224,"3", 224,   3,3,0,0,1,0,0,  0.000,  0.000,180.000,  0.000,  0.000
0.36347960,56,15,6,1,0,0,180.000,35.738667,1.0000000,FALSE,   3, 224,"4", 224,   3,4,0,0,0,1,0,  0.000,  0.000,  0.000,180.000,  0.000
0.36347960,56,15,6,1,0,0,180.000, 0.000000,0.0000000,FALSE,   3, 224,"5", 224,   3,5,0,0,0,0,1,  0.000,  0.000,  0.000,  0.000,180.000
0.36347960,56,13,1,1,0,0,152.398,52.819840,1.0000000,FALSE,   4, 684,"1", 684,   4,1,1,0,0,0,0,152.398,  0.000,  0.000,  0.000,  0.000
0.36347960,56,13,1,1,0,0,152.398,17.563900,0.1666667,FALSE,   4, 684,"2", 684,   4,2,0,1,0,0,0,  0.000,152.398,  0.000,  0.000,  0.000
0.36347960,56,13,1,1,0,0,152.398,25.946566,1.0000000,FALSE,   4, 684,"3", 684,   4,3,0,0,1,0,0,  0.000,  0.000,152.398,  0.000,  0.000
0.36347960,56,13,1,1,0,0,152.398,38.575911,1.0000000,TRUE,   4, 684,"4", 684,   4,4,0,0,0,1,0,  0.000,  0.000,  0.000,152.398,  0.000
0.36347960,56,13,1,1,0,0,152.398, 0.000000,0.0000000,FALSE,   4, 684,"5", 684,   4,5,0,0,0,0,1,  0.000,  0.000,  0.000,  0.000,152.398
0.36347960,56,13,1,1,0,0,152.398,52.819840,1.0000000,FALSE,   4, 685,"1", 685,   4,1,1,0,0,0,0,152.398,  0.000,  0.000,  0.000,  0.000
0.36347960,56,13,1,1,0,0,152.398,17.563900,0.1666667,FALSE,   4, 685,"2", 685,   4,2,0,1,0,0,0,  0.000,152.398,  0.000,  0.000,  0.000
0.36347960,56,13,1,1,0,0,152.398,25.946566,1.0000000,FALSE,   4, 685,"3", 685,   4,3,0,0,1,0,0,  0.000,  0.000,152.398,  0.000,  0.000
0.36347960,56,13,1,1,0,0,152.398,38.575911,1.0000000,TRUE,   4, 685,"4", 685,   4,4,0,0,0,1,0,  0.000,  0.000,  0.000,152.398,  0.000
0.36347960,56,13,1,1,0,0,152.398, 0.000000,0.0000000,FALSE,   4, 685,"5", 685,   4,5,0,0,0,0,1,  0.000,  0.000,  0.000,  0.000,152.398
0.36347960,56,13,1,1,0,0,152.398,52.819840,1.0000000,FALSE,   4, 686,"1", 686,   4,1,1,0,0,0,0,152.398,  0.000,  0.000,  0.000,  0.000
0.36347960,56,13,1,1,0,0,152.398,17.563900,0.1666667,FALSE,   4, 686,"2", 686,   4,2,0,1,0,0,0,  0.000,152.398,  0.000,  0.000,  0.000
0.36347960,56,13,1,1,0,0,152.398,25.946566,1.0000000,FALSE,   4, 686,"3", 686,   4,3,0,0,1,0,0,  0.000,  0.000,152.398,  0.000,  0.000
0.36347960,56,13,1,1,0,0,152.398,38.575911,1.0000000,TRUE,   4, 686,"4", 686,   4,4,0,0,0,1,0,  0.000,  0.000,  0.000,152.398,  0.000
0.36347960,56,13,1,1,0,0,152.398, 0.000000,0.0000000,FALSE,   4, 686,"5", 686,   4,5,0,0,0,0,1,  0.000,  0.000,  0.000,  0.000,152.398
0.29223829,73,15,1,1,1,0,152.398,54.313000,1.0000000,FALSE,   5, 225,"1", 225,   5,1,1,0,0,0,0,152.398,  0.000,  0.000,  0.000,  0.000
0.29223829,73,15,1,1,1,0,152.398,18.231133,0.1666667,TRUE,   5, 225,"2", 225,   5,2,0,1,0,0,0,  0.000,152.398,  0.000,  0.000,  0.000
0.29223829,73,15,1,1,1,0,152.398,31.158200,1.0000000,FALSE,   5, 225,"3", 225,   5,3,0,0,1,0,0,  0.000,  0.000,152.398,  0.000,  0.000
0.29223829,73,15,1,1,1,0,152.398,43.781534,1.0000000,FALSE,   5, 225,"4", 225,   5,4,0,0,0,1,0,  0.000,  0.000,  0.000,152.398,  0.000
0.29223829,73,15,1,1,1,0,152.398, 0.000000,0.0000000,FALSE,   5, 225,"5", 225,   5,5,0,0,0,0,1,  0.000,  0.000,  0.000,  0.000,152.398
0.57468462,35,12,1,0,0,0,152.398,37.729340,0.0000000,FALSE,   6, 687,"1", 687,   6,1,1,0,0,0,0,152.398,  0.000,  0.000,  0.000,  0.000
0.57468462,35,12,1,0,0,0,152.398,20.791867,0.1666667,FALSE,   6, 687,"2", 687,   6,2,0,1,0,0,0,  0.000,152.398,  0.000,  0.000,  0.000
0.57468462,35,12,1,0,0,0,152.398, 6.690367,0.0000000,FALSE,   6, 687,"3", 687,   6,3,0,0,1,0,0,  0.000,  0.000,152.398,  0.000,  0.000
0.57468462,35,12,1,0,0,0,152.398,17.588511,0.0000000,TRUE,   6, 687,"4", 687,   6,4,0,0,0,1,0,  0.000,  0.000,  0.000,152.398,  0.000
0.57468462,35,12,1,0,0,0,152.398, 0.000000,0.0000000,FALSE,   6, 687,"5", 687,   6,5,0,0,0,0,1,  0.000,  0.000,  0.000,  0.000,152.398
0.68208330,32,12,6,1,1,0, 62.294,49.108580,1.0000000,FALSE,   7,1223,"1",1223,   7,1,1,0,0,0,0, 62.294,  0.000,  0.000,  0.000,  0.000
0.68208330,32,12,6,1,1,0, 62.294,15.904833,0.1666667,FALSE,   7,1223,"2",1223,   7,2,0,1,0,0,0,  0.000, 62.294,  0.000,  0.000,  0.000
0.68208330,32,12,6,1,1,0, 62.294,22.231700,1.0000000,FALSE,   7,1223,"3",1223,   7,3,0,0,1,0,0,  0.000,  0.000, 62.294,  0.000,  0.000
0.68208330,32,12,6,1,1,0, 62.294,34.524422,1.0000000,FALSE,   7,1223,"4",1223,   7,4,0,0,0,1,0,  0.000,  0.000,  0.000, 62.294,  0.000
0.68208330,32,12,6,1,1,0, 62.294, 0.000000,0.0000000,TRUE,   7,1223,"5",1223,   7,5,0,0,0,0,1,  0.000,  0.000,  0.000,  0.000, 62.294
0.26840527,43,13,1,1,1,0,152.398,35.403039,0.0000000,FALSE,   8, 399,"1", 399,   8,1,1,0,0,0,0,152.398,  0.000,  0.000,  0.000,  0.000
0.26840527,43,13,1,1,1,0,152.398,21.116467,0.1666667,FALSE,   8, 399,"2", 399,   8,2,0,1,0,0,0,  0.000,152.398,  0.000,  0.000,  0.000
0.26840527,43,13,1,1,1,0,152.398, 6.113300,0.0000000,TRUE,   8, 399,"3", 399,   8,3,0,0,1,0,0,  0.000,  0.000,152.398,  0.000,  0.000
0.26840527,43,13,1,1,1,0,152.398,16.410333,0.0000000,FALSE,   8, 399,"4", 399,   8,4,0,0,0,1,0,  0.000,  0.000,  0.000,152.398,  0.000
0.26840527,43,13,1,1,1,0,152.398, 0.000000,0.0000000,FALSE,   8, 399,"5", 399,   8,5,0,0,0,0,1,  0.000,  0.000,  0.000,  0.000,152.398
0.26840527,43,13,1,1,1,0,152.398,35.403039,0.0000000,FALSE,   8, 400,"1", 400,   8,1,1,0,0,0,0,152.398,  0.000,  0.000,  0.000,  0.000
0.26840527,43,13,1,1,1,0,152.398,21.116467,0.1666667,FALSE,   8, 400,"2", 400,   8,2,0,1,0,0,0,  0.000,152.398,  0.000,  0.000,  0.000
0.26840527,43,13,1,1,1,0,152.398, 6.113300,0.0000000,TRUE,   8, 400,"3", 400,   8,3,0,0,1,0,0,  0.000,  0.000,152.398,  0.000,  0.000
0.26840527,43,13,1,1,1,0,152.398,16.410333,0.0000000,FALSE,   8, 400,"4", 400,   8,4,0,0,0,1,0,  0.000,  0.000,  0.000,152.398,  0.000
0.26840527,43,13,1,1,1,0,152.398, 0.000000,0.0000000,FALSE,   8, 400,"5", 400,   8,5,0,0,0,0,1,  0.000,  0.000,  0.000,  0.000,152.398
0.26840527,43,13,1,1,1,0,152.398,35.403039,0.0000000,FALSE,   8, 401,"1", 401,   8,1,1,0,0,0,0,152.398,  0.000,  0.000,  0.000,  0.000
0.26840527,43,13,1,1,1,0,152.398,21.116467,0.1666667,FALSE,   8, 401,"2", 401,   8,2,0,1,0,0,0,  0.000,152.398,  0.000,  0.000,  0.000
0.26840527,43,13,1,1,1,0,152.398, 6.113300,0.0000000,TRUE,   8, 401,"3", 401,   8,3,0,0,1,0,0,  0.000,  0.000,152.398,  0.000,  0.000
0.26840527,43,13,1,1,1,0,152.398,16.410333,0.0000000,FALSE,   8, 401,"4", 401,   8,4,0,0,0,1,0,  0.000,  0.000,  0.000,152.398,  0.000
0.26840527,43,13,1,1,1,0,152.398, 0.000000,0.0000000,FALSE,   8, 401,"5", 401,   8,5,0,0,0,0,1,  0.000,  0.000,  0.000,  0.000,152.398
0.57468462,39,12,1,1,0,1, 75.000,34.288580,0.0000000,FALSE,   9, 688,"1", 688,   9,1,1,0,0,0,0, 75.000,  0.000,  0.000,  0.000,  0.000
0.57468462,39,12,1,1,0,1, 75.000,23.262434,0.1666667,FALSE,   9, 688,"2", 688,   9,2,0,1,0,0,0,  0.000, 75.000,  0.000,  0.000,  0.000
0.57468462,39,12,1,1,0,1, 75.000, 7.375633,0.0000000,FALSE,   9, 688,"3", 688,   9,3,0,0,1,0,0,  0.000,  0.000, 75.000,  0.000,  0.000
0.57468462,39,12,1,1,0,1, 75.000,15.989555,0.0000000,TRUE,   9, 688,"4", 688,   9,4,0,0,0,1,0,  0.000,  0.000,  0.000, 75.000,  0.000
0.57468462,39,12,1,1,0,1, 75.000, 0.000000,0.0000000,FALSE,   9, 688,"5", 688,   9,5,0,0,0,0,1,  0.000,  0.000,  0.000,  0.000, 75.000
0.43835744,47,13,1,0,1,2,400.000,40.387659,1.0000000,TRUE,  10,   2,"1",   2,  10,1,1,0,0,0,0,400.000,  0.000,  0.000,  0.000,  0.000
0.43835744,47,13,1,0,1,2,400.000,13.849034,0.1666667,FALSE,  10,   2,"2",   2,  10,2,0,1,0,0,0,  0.000,400.000,  0.000,  0.000,  0.000
0.43835744,47,13,1,0,1,2,400.000,34.433633,1.5000000,FALSE,  10,   2,"3",   2,  10,3,0,0,1,0,0,  0.000,  0.000,400.000,  0.000,  0.000
0.43835744,47,13,1,0,1,2,400.000,45.188777,1.5555556,FALSE,  10,   2,"4",   2,  10,4,0,0,0,1,0,  0.000,  0.000,  0.000,400.000,  0.000
0.43835744,47,13,1,0,1,2,400.000, 0.000000,0.0000000,FALSE,  10,   2,"5",   2,  10,5,0,0,0,0,1,  0.000,  0.000,  0.000,  0.000,400.000
1.36416660,31,13,1,1,1,0, 30.000,50.017459,1.0000000,TRUE,  11,   3,"1",   3,  11,1,1,0,0,0,0, 30.000,  0.000,  0.000,  0.000,  0.000
1.36416660,31,13,1,1,1,0, 30.000,17.672100,0.1666667,FALSE,  11,   3,"2",   3,  11,2,0,1,0,0,0,  0.000, 30.000,  0.000,  0.000,  0.000
1.36416660,31,13,1,1,1,0, 30.000,23.566166,1.0000000,FALSE,  11,   3,"3",   3,  11,3,0,0,1,0,0,  0.000,  0.000, 30.000,  0.000,  0.000
1.36416660,31,13,1,1,1,0, 30.000,34.440267,1.0000000,FALSE,  11,   3,"4",   3,  11,4,0,0,0,1,0,  0.000,  0.000,  0.000, 30.000,  0.000
1.36416660,31,13,1,1,1,0, 30.000, 0.000000,0.0000000,FALSE,  11,   3,"5",   3,  11,5,0,0,0,0,1,  0.000,  0.000,  0.000,  0.000, 30.000
1.69588700,54,11,1,1,1,0, 12.000,52.928040,1.0000000,FALSE,  12,1224,"1",1224,  12,1,1,0,0,0,0, 12.000,  0.000,  0.000,  0.000,  0.000
1.69588700,54,11,1,1,1,0, 12.000,15.995000,0.1666667,FALSE,  12,1224,"2",1224,  12,2,0,1,0,0,0,  0.000, 12.000,  0.000,  0.000,  0.000
1.69588700,54,11,1,1,1,0, 12.000,35.810800,1.0000000,FALSE,  12,1224,"3",1224,  12,3,0,0,1,0,0,  0.000,  0.000, 12.000,  0.000,  0.000
1.69588700,54,11,1,1,1,0, 12.000,47.147756,1.0000000,FALSE,  12,1224,"4",1224,  12,4,0,0,0,1,0,  0.000,  0.000,  0.000, 12.000,  0.000
1.69588700,54,11,1,1,1,0, 12.000, 0.000000,0.0000000,TRUE,  12,1224,"5",1224,  12,5,0,0,0,0,1,  0.000,  0.000,  0.000,  0.000, 12.000
0.44929285,76,12,1,1,0,0,100.000,34.288580,0.0000000,FALSE,  13, 402,"1", 402,  13,1,1,0,0,0,0,100.000,  0.000,  0.000,  0.000,  0.000
0.44929285,76,12,1,1,0,0,100.000,23.262434,0.1666667,FALSE,  13, 402,"2", 402,  13,2,0,1,0,0,0,  0.000,100.000,  0.000,  0.000,  0.000
0.44929285,76,12,1,1,0,0,100.000, 7.375633,0.0000000,TRUE,  13, 402,"3", 402,  13,3,0,0,1,0,0,  0.000,  0.000,100.000,  0.000,  0.000
0.44929285,76,12,1,1,0,0,100.000,15.989555,0.0000000,FALSE,  13, 402,"4", 402,  13,4,0,0,0,1,0,  0.000,  0.000,  0.000,100.000,  0.000
0.44929285,76,12,1,1,0,0,100.000, 0.000000,0.0000000,FALSE,  13, 402,"5", 402,  13,5,0,0,0,0,1,  0.000,  0.000,  0.000,  0.000,100.000
0.39589548,55,12,1,1,1,0,152.398,35.035160,0.0000000,FALSE,  14,1225,"1",1225,  14,1,1,0,0,0,0,152.398,  0.000,  0.000,  0.000,  0.000
0.39589548,55,12,1,1,1,0,152.398,20.341034,0.1666667,FALSE,  14,1225,"2",1225,  14,2,0,1,0,0,0,  0.000,152.398,  0.000,  0.000,  0.000
0.39589548,55,12,1,1,1,0,152.398, 5.824767,0.0000000,FALSE,  14,1225,"3",1225,  14,3,0,0,1,0,0,  0.000,  0.000,152.398,  0.000,  0.000
0.39589548,55,12,1,1,1,0,152.398,18.225689,0.0000000,FALSE,  14,1225,"4",1225,  14,4,0,0,0,1,0,  0.000,  0.000,  0.000,152.398,  0.000
0.39589548,55,12,1,1,1,0,152.398, 0.000000,0.0000000,TRUE,  14,1225,"5",1225,  14,5,0,0,0,0,1,  0.000,  0.000,  0.000,  0.000,152.398
1.36416660,28,13,1,1,1,0, 80.000,46.544240,1.0000000,FALSE,  15,1226,"1",1226,  15,1,1,0,0,0,0, 80.000,  0.000,  0.000,  0.000,  0.000
1.36416660,28,13,1,1,1,0, 80.000,14.317900,0.1666667,FALSE,  15,1226,"2",1226,  15,2,0,1,0,0,0,  0.000, 80.000,  0.000,  0.000,  0.000
1.36416660,28,13,1,1,1,0, 80.000,19.652933,1.0000000,FALSE,  15,1226,"3",1226,  15,3,0,0,1,0,0,  0.000,  0.000, 80.000,  0.000,  0.000
1.36416660,28,13,1,1,1,0, 80.000,32.276266,1.0000000,FALSE,  15,1226,"4",1226,  15,4,0,0,0,1,0,  0.000,  0.000,  0.000, 80.000,  0.000
1.36416660,28,13,1,1,1,0, 80.000, 0.000000,0.0000000,TRUE,  15,1226,"5",1226,  15,5,0,0,0,0,1,  0.000,  0.000,  0.000,  0.000, 80.000
0.22464643,48,12,1,0,0,1, 80.000,34.288580,0.0000000,FALSE,  16, 403,"1", 403,  16,1,1,0,0,0,0, 80.000,  0.000,  0.000,  0.000,  0.000
0.22464643,48,12,1,0,0,1, 80.000,23.262434,0.1666667,FALSE,  16, 403,"2", 403,  16,2,0,1,0,0,0,  0.000, 80.000,  0.000,  0.000,  0.000
0.22464643,48,12,1,0,0,1, 80.000, 7.375633,0.0000000,TRUE,  16, 403,"3", 403,  16,3,0,0,1,0,0,  0.000,  0.000, 80.000,  0.000,  0.000
0.22464643,48,12,1,0,0,1, 80.000,15.989555,0.0000000,FALSE,  16, 403,"4", 403,  16,4,0,0,0,1,0,  0.000,  0.000,  0.000, 80.000,  0.000
0.22464643,48,12,1,0,0,1, 80.000, 0.000000,0.0000000,FALSE,  16, 403,"5", 403,  16,5,0,0,0,0,1,  0.000,  0.000,  0.000,  0.000, 80.000
0.22464643,48,12,1,0,0,1, 80.000,34.288580,0.0000000,FALSE,  16, 689,"1", 689,  16,1,1,0,0,0,0, 80.000,  0.000,  0.000,  0.000,  0.000
0.22464643,48,12,1,0,0,1, 80.000,23.262434,0.1666667,FALSE,  16, 689,"2", 689,  16,2,0,1,0,0,0,  0.000, 80.000,  0.000,  0.000,  0.000
0.22464643,48,12,1,0,0,1, 80.000, 7.375633,0.0000000,FALSE,  16, 689,"3", 689,  16,3,0,0,1,0,0,  0.000,  0.000, 80.000,  0.000,  0.000
0.22464643,48,12,1,0,0,1, 80.000,15.989555,0.0000000,TRUE,  16, 689,"4", 689,  16,4,0,0,0,1,0,  0.000,  0.000,  0.000, 80.000,  0.000
0.22464643,48,12,1,0,0,1, 80.000, 0.000000,0.0000000,FALSE,  16, 689,"5", 689,  16,5,0,0,0,0,1,  0.000,  0.000,  0.000,  0.000, 80.000
0.22464643,48,12,1,0,0,1, 80.000,34.288580,0.0000000,FALSE,  16, 690,"1", 690,  16,1,1,0,0,0,0, 80.000,  0.000,  0.000,  0.000,  0.000
0.22464643,48,12,1,0,0,1, 80.000,23.262434,0.1666667,FALSE,  16, 690,"2", 690,  16,2,0,1,0,0,0,  0.000, 80.000,  0.000,  0.000,  0.000
0.22464643,48,12,1,0,0,1, 80.000, 7.375633,0.0000000,FALSE,  16, 690,"3", 690,  16,3,0,0,1,0,0,  0.000,  0.000, 80.000,  0.000,  0.000
0.22464643,48,12,1,0,0,1, 80.000,15.989555,0.0000000,TRUE,  16, 690,"4", 690,  16,4,0,0,0,1,0,  0.000,  0.000,  0.000, 80.000,  0.000
0.22464643,48,12,1,0,0,1, 80.000, 0.000000,0.0000000,FALSE,  16, 690,"5", 690,  16,5,0,0,0,0,1,  0.000,  0.000,  0.000,  0.000, 80.000
0.58447659,67,12,1,1,1,0,152.398,44.163839,1.0000000,FALSE,  17, 404,"1", 404,  17,1,1,0,0,0,0,152.398,  0.000,  0.000,  0.000,  0.000
0.58447659,67,12,1,1,1,0,152.398, 9.719400,0.1666667,FALSE,  17, 404,"2", 404,  17,2,0,1,0,0,0,  0.000,152.398,  0.000,  0.000,  0.000
0.58447659,67,12,1,1,1,0,152.398,24.720300,1.0000000,TRUE,  17, 404,"3", 404,  17,3,0,0,1,0,0,  0.000,  0.000,152.398,  0.000,  0.000
0.58447659,67,12,1,1,1,0,152.398,36.063267,1.0000000,FALSE,  17, 404,"4", 404,  17,4,0,0,0,1,0,  0.000,  0.000,  0.000,152.398,  0.000
0.58447659,67,12,1,1,1,0,152.398, 0.000000,0.0000000,FALSE,  17, 404,"5", 404,  17,5,0,0,0,0,1,  0.000,  0.000,  0.000,  0.000,152.398
1.36416660,35,13,1,0,1,0,128.063,49.952539,1.0000000,TRUE,  18,   4,"1",   4,  18,1,1,0,0,0,0,128.063,  0.000,  0.000,  0.000,  0.000
1.36416660,35,13,1,0,1,0,128.063,16.680267,0.1666667,FALSE,  18,   4,"2",   4,  18,2,0,1,0,0,0,  0.000,128.063,  0.000,  0.000,  0.000
1.36416660,35,13,1,0,1,0,128.063,23.097300,1.0000000,FALSE,  18,   4,"3",   4,  18,3,0,0,1,0,0,  0.000,  0.000,128.063,  0.000,  0.000
1.36416660,35,13,1,0,1,0,128.063,35.690578,1.0000000,FALSE,  18,   4,"4",   4,  18,4,0,0,0,1,0,  0.000,  0.000,  0.000,128.063,  0.000
1.36416660,35,13,1,0,1,0,128.063, 0.000000,0.0000000,FALSE,  18,   4,"5",   4,  18,5,0,0,0,0,1,  0.000,  0.000,  0.000,  0.000,128.063
0.53681053,34,12,4,0,1,2,102.778,37.729340,0.0000000,FALSE,  19, 405,"1", 405,  19,1,1,0,0,0,0,102.778,  0.000,  0.000,  0.000,  0.000
0.53681053,34,12,4,0,1,2,102.778,20.791867,0.1666667,FALSE,  19, 405,"2", 405,  19,2,0,1,0,0,0,  0.000,102.778,  0.000,  0.000,  0.000
0.53681053,34,12,4,0,1,2,102.778, 6.690367,0.0000000,TRUE,  19, 405,"3", 405,  19,3,0,0,1,0,0,  0.000,  0.000,102.778,  0.000,  0.000
0.53681053,34,12,4,0,1,2,102.778,17.588511,0.0000000,FALSE,  19, 405,"4", 405,  19,4,0,0,0,1,0,  0.000,  0.000,  0.000,102.778,  0.000
0.53681053,34,12,4,0,1,2,102.778, 0.000000,0.0000000,FALSE,  19, 405,"5", 405,  19,5,0,0,0,0,1,  0.000,  0.000,  0.000,  0.000,102.778
0.53681053,34,12,4,0,1,2,102.778,37.729340,0.0000000,FALSE,  19, 406,"1", 406,  19,1,1,0,0,0,0,102.778,  0.000,  0.000,  0.000,  0.000
0.53681053,34,12,4,0,1,2,102.778,20.791867,0.1666667,FALSE,  19, 406,"2", 406,  19,2,0,1,0,0,0,  0.000,102.778,  0.000,  0.000,  0.000
0.53681053,34,12,4,0,1,2,102.778, 6.690367,0.0000000,TRUE,  19, 406,"3", 406,  19,3,0,0,1,0,0,  0.000,  0.000,102.778,  0.000,  0.000
0.53681053,34,12,4,0,1,2,102.778,17.588511,0.0000000,FALSE,  19, 406,"4", 406,  19,4,0,0,0,1,0,  0.000,  0.000,  0.000,102.778,  0.000
0.53681053,34,12,4,0,1,2,102.778, 0.000000,0.0000000,FALSE,  19, 406,"5", 406,  19,5,0,0,0,0,1,  0.000,  0.000,  0.000,  0.000,102.778
0.53681053,34,12,4,0,1,2,102.778,37.729340,0.0000000,FALSE,  19, 407,"1", 407,  19,1,1,0,0,0,0,102.778,  0.000,  0.000,  0.000,  0.000
0.53681053,34,12,4,0,1,2,102.778,20.791867,0.1666667,FALSE,  19, 407,"2", 407,  19,2,0,1,0,0,0,  0.000,102.778,  0.000,  0.000,  0.000
0.53681053,34,12,4,0,1,2,102.778, 6.690367,0.0000000,TRUE,  19, 407,"3", 407,  19,3,0,0,1,0,0,  0.000,  0.000,102.778,  0.000,  0.000
0.53681053,34,12,4,0,1,2,102.778,17.588511,0.0000000,FALSE,  19, 407,"4", 407,  19,4,0,0,0,1,0,  0.000,  0.000,  0.000,102.778,  0.000
0.53681053,34,12,4,0,1,2,102.778, 0.000000,0.0000000,FALSE,  19, 407,"5", 407,  19,5,0,0,0,0,1,  0.000,  0.000,  0.000,  0.000,102.778
0.26840527,18,15,2,0,1,4,300.000,40.272039,0.0000000,FALSE,  20, 691,"1", 691,  20,1,1,0,0,0,0,300.000,  0.000,  0.000,  0.000,  0.000
0.26840527,18,15,2,0,1,4,300.000,24.795267,0.1666667,FALSE,  20, 691,"2", 691,  20,2,0,1,0,0,0,  0.000,300.000,  0.000,  0.000,  0.000
0.26840527,18,15,2,0,1,4,300.000, 8.962567,0.0000000,FALSE,  20, 691,"3", 691,  20,3,0,0,1,0,0,  0.000,  0.000,300.000,  0.000,  0.000
0.26840527,18,15,2,0,1,4,300.000,17.023467,0.0000000,TRUE,  20, 691,"4", 691,  20,4,0,0,0,1,0,  0.000,  0.000,  0.000,300.000,  0.000
0.26840527,18,15,2,0,1,4,300.000, 0.000000,0.0000000,FALSE,  20, 691,"5", 691,  20,5,0,0,0,0,1,  0.000,  0.000,  0.000,  0.000,300.000
0.26840527,18,15,2,0,1,4,300.000,40.272039,0.0000000,FALSE,  20, 692,"1", 692,  20,1,1,0,0,0,0,300.000,  0.000,  0.000,  0.000,  0.000
0.26840527,18,15,2,0,1,4,300.000,24.795267,0.1666667,FALSE,  20, 692,"2", 692,  20,2,0,1,0,0,0,  0.000,300.000,  0.000,  0.000,  0.000
0.26840527,18,15,2,0,1,4,300.000, 8.962567,0.0000000,FALSE,  20, 692,"3", 692,  20,3,0,0,1,0,0,  0.000,  0.000,300.000,  0.000,  0.000
0.26840527,18,15,2,0,1,4,300.000,17.023467,0.0000000,TRUE,  20, 692,"4", 692,  20,4,0,0,0,1,0,  0.000,  0.000,  0.000,300.000,  0.000
0.26840527,18,15,2,0,1,4,300.000, 0.000000,0.0000000,FALSE,  20, 692,"5", 692,  20,5,0,0,0,0,1,  0.000,  0.000,  0.000,  0.000,300.000
0.26840527,18,15,2,0,1,4,300.000,40.272039,0.0000000,FALSE,  20, 693,"1", 693,  20,1,1,0,0,0,0,300.000,  0.000,  0.000,  0.000,  0.000
0.26840527,18,15,2,0,1,4,300.000,24.795267,0.1666667,FALSE,  20, 693,"2", 693,  20,2,0,1,0,0,0,  0.000,300.000,  0.000,  0.000,  0.000
0.26840527,18,15,2,0,1,4,300.000, 8.962567,0.0000000,FALSE,  20, 693,"3", 693,  20,3,0,0,1,0,0,  0.000,  0.000,300.000,  0.000,  0.000
0.26840527,18,15,2,0,1,4,300.000,17.023467,0.0000000,TRUE,  20, 693,"4", 693,  20,4,0,0,0,1,0,  0.000,  0.000,  0.000,300.000,  0.000
0.26840527,18,15,2,0,1,4,300.000, 0.000000,0.0000000,FALSE,  20, 693,"5", 693,  20,5,0,0,0,0,1,  0.000,  0.000,  0.000,  0.000,300.000
0.36347960,85,12,1,1,0,0, 75.000,25.665040,0.0000000,FALSE,  21,1227,"1",1227,  21,1,1,0,0,0,0, 75.000,  0.000,  0.000,  0.000,  0.000
0.36347960,85,12,1,1,0,0, 75.000,22.541101,0.1666667,FALSE,  21,1227,"2",1227,  21,2,0,1,0,0,0,  0.000, 75.000,  0.000,  0.000,  0.000
0.36347960,85,12,1,1,0,0, 75.000,22.546434,1.0000000,FALSE,  21,1227,"3",1227,  21,3,0,0,1,0,0,  0.000,  0.000, 75.000,  0.000,  0.000
0.36347960,85,12,1,1,0,0, 75.000,30.463067,1.0000000,FALSE,  21,1227,"4",1227,  21,4,0,0,0,1,0,  0.000,  0.000,  0.000, 75.000,  0.000
